s_id,r_id,o_id,confidence,source
74815,8,74824,1.0,doid
74815,8,74825,1.0,doid
74815,8,74826,1.0,doid
74827,6,48946,1.0,doid
74827,8,74828,1.0,doid
74827,8,74829,1.0,doid
74827,8,74830,1.0,doid
74827,8,74831,1.0,doid
74832,6,61119,1.0,doid
74833,7,74832,1.0,doid
74832,8,74834,1.0,doid
74832,8,74835,1.0,doid
74836,6,62031,1.0,doid
74837,7,74836,1.0,doid
74838,7,74836,1.0,doid
74839,7,74836,1.0,doid
74840,7,74836,1.0,doid
74836,8,74841,1.0,doid
74836,8,74842,1.0,doid
74843,6,30419,1.0,doid
74844,7,74843,1.0,doid
74845,7,74843,1.0,doid
74846,7,74843,1.0,doid
74847,7,74843,1.0,doid
74848,7,74843,1.0,doid
74849,7,74843,1.0,doid
74843,8,74850,1.0,doid
74843,8,74851,1.0,doid
74843,8,74852,1.0,doid
74843,8,74853,1.0,doid
74843,8,74854,1.0,doid
74855,6,74856,1.0,doid
74857,7,74855,1.0,doid
74855,8,74858,1.0,doid
74855,8,74859,1.0,doid
74855,8,74860,1.0,doid
74856,6,72778,1.0,doid
74861,7,74856,1.0,doid
74856,8,74862,1.0,doid
74856,8,74863,1.0,doid
74864,7,74865,1.0,doid
74866,7,74865,1.0,doid
74867,7,74868,1.0,doid
74869,6,62031,1.0,doid
74870,7,74869,1.0,doid
74871,7,74869,1.0,doid
74869,8,74872,1.0,doid
74869,8,74873,1.0,doid
74874,6,30419,1.0,doid
74875,7,74874,1.0,doid
74876,7,74874,1.0,doid
74877,7,74874,1.0,doid
74874,8,74878,1.0,doid
74874,8,74879,1.0,doid
17345,6,19183,1.0,doid
74880,7,17345,1.0,doid
17345,8,74881,1.0,doid
17345,8,74882,1.0,doid
74883,6,74884,1.0,doid
74885,7,74883,1.0,doid
74886,7,74883,1.0,doid
74887,7,74883,1.0,doid
74888,7,74883,1.0,doid
74889,7,74883,1.0,doid
74883,8,74890,1.0,doid
74883,8,74891,1.0,doid
74883,8,74892,1.0,doid
74884,6,62921,1.0,doid
74884,8,74893,1.0,doid
74884,8,74894,1.0,doid
19540,6,16079,1.0,doid
74895,7,19540,1.0,doid
19540,8,74896,1.0,doid
19540,8,74897,1.0,doid
19540,8,74898,1.0,doid
74899,7,74900,1.0,doid
74901,7,74902,1.0,doid
74903,7,74904,1.0,doid
74905,6,15646,1.0,doid
74906,7,74905,1.0,doid
74907,7,74905,1.0,doid
74908,7,74905,1.0,doid
74905,8,74909,1.0,doid
74905,8,74910,1.0,doid
74905,8,74911,1.0,doid
74905,8,74912,1.0,doid
74905,8,74913,1.0,doid
74914,6,29273,1.0,doid
74915,7,74914,1.0,doid
74916,7,74914,1.0,doid
74914,8,74917,1.0,doid
74914,8,74918,1.0,doid
74914,8,74919,1.0,doid
74914,8,74920,1.0,doid
74914,8,74921,1.0,doid
74914,8,74922,1.0,doid
74914,8,74923,1.0,doid
74914,8,74924,1.0,doid
74925,6,69076,1.0,doid
74926,7,74925,1.0,doid
74927,7,74925,1.0,doid
74925,8,74928,1.0,doid
74925,8,74929,1.0,doid
74925,8,74930,1.0,doid
74925,8,74931,1.0,doid
74932,6,69177,1.0,doid
74933,7,74932,1.0,doid
74932,8,74934,1.0,doid
74932,8,74935,1.0,doid
74936,7,74937,1.0,doid
74938,7,74937,1.0,doid
74939,6,66272,1.0,doid
74940,7,74939,1.0,doid
74939,8,74941,1.0,doid
74939,8,74942,1.0,doid
74943,6,64716,1.0,doid
74943,8,74944,1.0,doid
74943,8,74945,1.0,doid
74946,6,74947,1.0,doid
74948,7,74946,1.0,doid
74949,7,74946,1.0,doid
74946,8,74950,1.0,doid
74946,8,74951,1.0,doid
74946,8,74952,1.0,doid
74946,8,74953,1.0,doid
74946,8,74954,1.0,doid
74946,8,74955,1.0,doid
74947,6,46554,1.0,doid
74956,7,74947,1.0,doid
74957,7,74947,1.0,doid
74947,8,74958,1.0,doid
74947,8,74959,1.0,doid
74947,8,74960,1.0,doid
74961,6,64195,1.0,doid
74962,7,74961,1.0,doid
74963,7,74961,1.0,doid
74964,7,74961,1.0,doid
74961,8,74965,1.0,doid
74961,8,74966,1.0,doid
74961,8,74967,1.0,doid
74968,6,48488,1.0,doid
74969,7,74968,1.0,doid
74968,8,65655,1.0,doid
74968,8,74970,1.0,doid
74968,8,74971,1.0,doid
74968,8,74972,1.0,doid
74973,6,48488,1.0,doid
74974,7,74973,1.0,doid
74973,8,74975,1.0,doid
74973,8,65655,1.0,doid
74973,8,74976,1.0,doid
74973,8,74977,1.0,doid
74973,8,74978,1.0,doid
74979,6,55724,1.0,doid
74979,6,48770,1.0,doid
74979,8,74980,1.0,doid
74979,8,74981,1.0,doid
74979,8,46715,1.0,doid
74979,8,74982,1.0,doid
74979,8,74983,1.0,doid
74984,7,74985,1.0,doid
74986,7,74985,1.0,doid
74987,7,74985,1.0,doid
74988,7,74985,1.0,doid
74989,7,74985,1.0,doid
74990,7,74985,1.0,doid
74991,6,17330,1.0,doid
74991,6,17292,1.0,doid
74991,6,18479,1.0,doid
74992,7,74991,1.0,doid
74991,8,74993,1.0,doid
74991,8,74994,1.0,doid
74991,8,74995,1.0,doid
74991,8,74996,1.0,doid
74991,8,74997,1.0,doid
74998,6,62640,1.0,doid
74998,6,74999,1.0,doid
74998,6,18479,1.0,doid
75000,7,74998,1.0,doid
74998,8,75001,1.0,doid
74998,8,75002,1.0,doid
75003,6,17330,1.0,doid
75003,6,18645,1.0,doid
75003,6,17292,1.0,doid
75004,7,75003,1.0,doid
75003,8,75005,1.0,doid
75003,8,75006,1.0,doid
75003,8,75007,1.0,doid
75003,8,75008,1.0,doid
75009,6,18479,1.0,doid
75009,8,75010,1.0,doid
75009,8,75011,1.0,doid
75009,8,75012,1.0,doid
75009,8,75013,1.0,doid
75014,6,69076,1.0,doid
75014,6,18479,1.0,doid
75015,7,75014,1.0,doid
75016,7,75014,1.0,doid
75014,8,75017,1.0,doid
75014,8,75018,1.0,doid
75014,8,75019,1.0,doid
75020,6,18645,1.0,doid
75020,6,29575,1.0,doid
75020,6,20528,1.0,doid
75021,7,75020,1.0,doid
75022,7,75020,1.0,doid
75020,8,75023,1.0,doid
75020,8,75024,1.0,doid
75020,8,75025,1.0,doid
75026,6,18081,1.0,doid
75027,7,75026,1.0,doid
75028,7,75026,1.0,doid
75026,8,31582,1.0,doid
75026,8,75029,1.0,doid
75026,8,75030,1.0,doid
75026,8,75031,1.0,doid
75026,8,75032,1.0,doid
55724,6,28014,1.0,doid
75033,7,55724,1.0,doid
75034,7,55724,1.0,doid
75035,7,55724,1.0,doid
75036,7,55724,1.0,doid
55724,8,75037,1.0,doid
55724,8,75038,1.0,doid
55724,8,75039,1.0,doid
55724,8,75040,1.0,doid
55724,8,75041,1.0,doid
55724,8,75042,1.0,doid
55724,8,75043,1.0,doid
75044,6,18479,1.0,doid
75044,8,75045,1.0,doid
75044,8,75046,1.0,doid
75044,8,75047,1.0,doid
75044,8,75048,1.0,doid
75049,6,46540,1.0,doid
75049,6,18479,1.0,doid
75050,7,75049,1.0,doid
75051,7,75049,1.0,doid
75049,8,75052,1.0,doid
75049,8,75053,1.0,doid
75049,8,75054,1.0,doid
75055,6,44258,1.0,doid
75055,6,32686,1.0,doid
75056,7,75055,1.0,doid
75055,8,75057,1.0,doid
75055,8,75058,1.0,doid
75055,8,75059,1.0,doid
75055,8,75060,1.0,doid
75055,8,75061,1.0,doid
75062,6,19305,1.0,doid
75062,6,22248,1.0,doid
75062,6,22173,1.0,doid
75062,8,75063,1.0,doid
75062,8,75064,1.0,doid
75065,6,75066,1.0,doid
75067,7,75065,1.0,doid
75068,7,75065,1.0,doid
75069,7,75065,1.0,doid
75065,8,75070,1.0,doid
75065,8,75071,1.0,doid
75065,8,75072,1.0,doid
75065,8,75073,1.0,doid
75065,8,75074,1.0,doid
75066,6,44258,1.0,doid
75075,7,75066,1.0,doid
75066,8,75076,1.0,doid
75066,8,75077,1.0,doid
75078,6,73371,1.0,doid
75079,7,75078,1.0,doid
75080,7,75078,1.0,doid
75081,7,75078,1.0,doid
75082,7,75078,1.0,doid
75083,7,75078,1.0,doid
75084,7,75078,1.0,doid
75078,8,75085,1.0,doid
75078,8,75086,1.0,doid
75087,6,18552,1.0,doid
75087,6,18479,1.0,doid
75087,8,75088,1.0,doid
75087,8,75089,1.0,doid
75087,8,75090,1.0,doid
75087,8,75091,1.0,doid
75092,7,75093,1.0,doid
75094,7,75093,1.0,doid
75095,7,75093,1.0,doid
75096,7,75093,1.0,doid
69489,7,75093,1.0,doid
48770,6,28014,1.0,doid
48770,6,75097,1.0,doid
48770,8,75098,1.0,doid
48770,8,75099,1.0,doid
48770,8,75100,1.0,doid
48770,8,75101,1.0,doid
75102,7,75103,1.0,doid
75104,7,75103,1.0,doid
75105,6,18479,1.0,doid
75105,8,75106,1.0,doid
75105,8,75107,1.0,doid
75105,8,75108,1.0,doid
75105,8,75109,1.0,doid
75110,6,19337,1.0,doid
75110,6,18479,1.0,doid
75110,8,75111,1.0,doid
75110,8,75112,1.0,doid
75113,6,18645,1.0,doid
75113,6,69838,1.0,doid
75113,8,75114,1.0,doid
75113,8,66948,1.0,doid
75113,8,75115,1.0,doid
75113,8,75116,1.0,doid
75113,8,75117,1.0,doid
75118,7,75119,1.0,doid
31766,6,20041,1.0,doid
75120,7,31766,1.0,doid
75121,7,31766,1.0,doid
75122,7,31766,1.0,doid
75123,7,31766,1.0,doid
75124,7,31766,1.0,doid
31766,8,75125,1.0,doid
31766,8,75126,1.0,doid
31766,8,75127,1.0,doid
31766,8,75128,1.0,doid
31766,8,75129,1.0,doid
31766,8,75130,1.0,doid
31766,8,75131,1.0,doid
31766,8,75132,1.0,doid
31766,8,75133,1.0,doid
75134,6,18762,1.0,doid
75134,8,75135,1.0,doid
75134,8,75136,1.0,doid
75134,8,75137,1.0,doid
75134,8,75138,1.0,doid
75134,8,75139,1.0,doid
75134,8,75140,1.0,doid
75141,6,30396,1.0,doid
75141,8,75142,1.0,doid
75141,8,75143,1.0,doid
75141,8,75144,1.0,doid
75145,6,75134,1.0,doid
75146,7,75145,1.0,doid
75145,8,75147,1.0,doid
75145,8,75148,1.0,doid
75145,8,75149,1.0,doid
75145,8,75150,1.0,doid
75151,6,75134,1.0,doid
75152,7,75151,1.0,doid
75153,7,75151,1.0,doid
75151,8,75154,1.0,doid
75151,8,75155,1.0,doid
75156,7,75157,1.0,doid
75158,6,50511,1.0,doid
75158,8,75159,1.0,doid
75158,8,75160,1.0,doid
75158,8,50514,1.0,doid
75158,8,75161,1.0,doid
75158,8,75162,1.0,doid
75158,8,75163,1.0,doid
24827,6,50511,1.0,doid
75164,7,24827,1.0,doid
24827,8,75165,1.0,doid
24827,8,75166,1.0,doid
24827,8,75167,1.0,doid
24827,8,75168,1.0,doid
24827,8,75169,1.0,doid
24827,8,75170,1.0,doid
24827,8,75171,1.0,doid
18727,6,75134,1.0,doid
75172,7,18727,1.0,doid
75173,7,18727,1.0,doid
18727,8,75174,1.0,doid
18727,8,75175,1.0,doid
75176,7,75177,1.0,doid
75178,7,75179,1.0,doid
75180,6,19336,1.0,doid
75181,7,75180,1.0,doid
75180,8,75182,1.0,doid
75180,8,75183,1.0,doid
75180,8,75184,1.0,doid
75180,8,75185,1.0,doid
30285,6,19336,1.0,doid
75186,7,30285,1.0,doid
75187,7,30285,1.0,doid
75188,7,30285,1.0,doid
30285,8,75189,1.0,doid
30285,8,75190,1.0,doid
30285,8,75191,1.0,doid
30285,8,75192,1.0,doid
30285,8,75193,1.0,doid
30285,8,75194,1.0,doid
30285,8,75195,1.0,doid
75196,6,17325,1.0,doid
75196,6,18479,1.0,doid
75197,7,75196,1.0,doid
75196,8,75198,1.0,doid
75196,8,75199,1.0,doid
75200,6,17325,1.0,doid
75201,7,75200,1.0,doid
75200,8,75202,1.0,doid
75200,8,75203,1.0,doid
18417,6,26700,1.0,doid
75204,7,18417,1.0,doid
18417,8,75205,1.0,doid
18417,8,75206,1.0,doid
18417,8,18426,1.0,doid
18417,8,75207,1.0,doid
18417,8,75208,1.0,doid
18417,8,75209,1.0,doid
18417,8,75210,1.0,doid
18417,8,75211,1.0,doid
18417,8,75212,1.0,doid
75213,6,75214,1.0,doid
75215,7,75213,1.0,doid
75213,8,75216,1.0,doid
75213,8,75217,1.0,doid
75214,6,57964,1.0,doid
75214,6,17327,1.0,doid
75218,7,75214,1.0,doid
75219,7,75214,1.0,doid
75220,7,75214,1.0,doid
75214,8,75221,1.0,doid
75214,8,75222,1.0,doid
75214,8,75223,1.0,doid
75214,8,75224,1.0,doid
75214,8,75225,1.0,doid
75226,6,16294,1.0,doid
75226,8,75227,1.0,doid
75226,8,75228,1.0,doid
75226,8,75229,1.0,doid
75230,6,16294,1.0,doid
75231,7,75230,1.0,doid
75230,8,75232,1.0,doid
75230,8,75233,1.0,doid
75230,8,75234,1.0,doid
75235,6,74991,1.0,doid
75236,7,75235,1.0,doid
75237,7,75235,1.0,doid
75235,8,75238,1.0,doid
75235,8,75239,1.0,doid
75240,6,74991,1.0,doid
75241,7,75240,1.0,doid
75242,7,75240,1.0,doid
75240,8,75243,1.0,doid
75240,8,75244,1.0,doid
75240,8,75245,1.0,doid
75246,6,62622,1.0,doid
75246,8,75247,1.0,doid
75246,8,75248,1.0,doid
75246,8,75249,1.0,doid
75246,8,75250,1.0,doid
75246,8,75251,1.0,doid
75252,6,61366,1.0,doid
75253,7,75252,1.0,doid
75254,7,75252,1.0,doid
75255,7,75252,1.0,doid
75252,8,75256,1.0,doid
75252,8,75257,1.0,doid
75252,8,75258,1.0,doid
75252,8,75259,1.0,doid
75260,6,62622,1.0,doid
75261,7,75260,1.0,doid
75260,8,75262,1.0,doid
75260,8,75258,1.0,doid
75260,8,75263,1.0,doid
75264,6,69851,1.0,doid
75265,7,75264,1.0,doid
75266,7,75264,1.0,doid
75267,7,75264,1.0,doid
75264,8,75268,1.0,doid
75264,8,75269,1.0,doid
75264,8,75270,1.0,doid
75264,8,75271,1.0,doid
75272,6,69851,1.0,doid
75273,7,75272,1.0,doid
75272,8,75274,1.0,doid
75272,8,75275,1.0,doid
75272,8,75248,1.0,doid
75272,8,75276,1.0,doid
75272,8,75277,1.0,doid
75272,8,75278,1.0,doid
75279,6,61366,1.0,doid
75279,6,18479,1.0,doid
75280,7,75279,1.0,doid
75281,7,75279,1.0,doid
75279,8,75282,1.0,doid
75279,8,75283,1.0,doid
75279,8,75284,1.0,doid
75279,8,75285,1.0,doid
75279,8,75286,1.0,doid
31475,6,55460,1.0,doid
75287,7,31475,1.0,doid
31475,8,75288,1.0,doid
31475,8,75289,1.0,doid
31475,8,75290,1.0,doid
31475,8,75291,1.0,doid
31475,8,75292,1.0,doid
31475,8,75293,1.0,doid
31475,8,75294,1.0,doid
75295,6,46213,1.0,doid
75296,7,75295,1.0,doid
75297,7,75295,1.0,doid
75298,7,75295,1.0,doid
75295,8,75299,1.0,doid
75295,8,75300,1.0,doid
75295,8,75301,1.0,doid
75302,7,75303,1.0,doid
75304,7,75303,1.0,doid
75305,7,75303,1.0,doid
75306,7,75303,1.0,doid
75307,7,75303,1.0,doid
75308,7,75303,1.0,doid
75309,7,75303,1.0,doid
75310,7,75311,1.0,doid
75312,7,75311,1.0,doid
75313,7,75311,1.0,doid
75314,6,28183,1.0,doid
75314,8,75315,1.0,doid
75314,8,75316,1.0,doid
75317,6,19282,1.0,doid
75317,6,18695,1.0,doid
75318,7,75317,1.0,doid
75317,8,75319,1.0,doid
75317,8,75320,1.0,doid
75317,8,75321,1.0,doid
61422,6,61484,1.0,doid
61422,6,18695,1.0,doid
75322,7,61422,1.0,doid
75323,7,61422,1.0,doid
75324,7,61422,1.0,doid
75325,7,61422,1.0,doid
75326,7,61422,1.0,doid
61422,8,75327,1.0,doid
61422,8,75328,1.0,doid
61422,8,75329,1.0,doid
61422,8,75330,1.0,doid
61422,8,75331,1.0,doid
61422,8,75332,1.0,doid
61422,8,75333,1.0,doid
61422,8,75334,1.0,doid
61422,8,75335,1.0,doid
75336,6,17330,1.0,doid
75336,6,57964,1.0,doid
75337,7,75336,1.0,doid
75336,8,75338,1.0,doid
75336,8,75339,1.0,doid
75336,8,75340,1.0,doid
75341,6,17330,1.0,doid
75341,8,75342,1.0,doid
75343,6,19335,1.0,doid
75343,8,75344,1.0,doid
75343,8,75345,1.0,doid
75346,6,19309,1.0,doid
75346,6,64901,1.0,doid
75347,7,75346,1.0,doid
75348,7,75346,1.0,doid
75346,8,75349,1.0,doid
75346,8,75350,1.0,doid
75351,6,19333,1.0,doid
75351,8,75352,1.0,doid
75351,8,75353,1.0,doid
75354,6,64901,1.0,doid
75354,8,75355,1.0,doid
75354,8,75356,1.0,doid
75354,8,75357,1.0,doid
75354,8,75358,1.0,doid
75354,8,75359,1.0,doid
75360,6,19334,1.0,doid
75360,6,64901,1.0,doid
75360,8,75361,1.0,doid
75360,8,75362,1.0,doid
75363,6,64901,1.0,doid
75363,8,75364,1.0,doid
75363,8,75358,1.0,doid
75363,8,75365,1.0,doid
75366,7,75367,1.0,doid
75368,7,75367,1.0,doid
75369,6,19335,1.0,doid
75369,8,75370,1.0,doid
75371,6,19335,1.0,doid
75371,6,64901,1.0,doid
75371,8,75356,1.0,doid
75371,8,75357,1.0,doid
75371,8,75358,1.0,doid
75371,8,75359,1.0,doid
75372,6,75373,1.0,doid
75374,7,75372,1.0,doid
75372,8,75375,1.0,doid
75372,8,75376,1.0,doid
75373,6,64997,1.0,doid
75373,8,75377,1.0,doid
75373,8,75378,1.0,doid
75373,8,75379,1.0,doid
75373,8,75380,1.0,doid
75373,8,75381,1.0,doid
75373,8,75382,1.0,doid
75373,8,75383,1.0,doid
75384,6,75373,1.0,doid
75385,7,75384,1.0,doid
75386,7,75384,1.0,doid
75384,8,75387,1.0,doid
75384,8,75388,1.0,doid
75384,8,75389,1.0,doid
75390,6,75373,1.0,doid
75391,7,75390,1.0,doid
75390,8,75392,1.0,doid
75390,8,75393,1.0,doid
75394,6,75373,1.0,doid
75395,7,75394,1.0,doid
75396,7,75394,1.0,doid
75394,8,75397,1.0,doid
75394,8,75398,1.0,doid
75394,8,75399,1.0,doid
75400,7,75401,1.0,doid
75402,6,75373,1.0,doid
75403,7,75402,1.0,doid
75404,7,75402,1.0,doid
75402,8,75405,1.0,doid
75402,8,75406,1.0,doid
75402,8,75407,1.0,doid
75408,6,75373,1.0,doid
75409,7,75408,1.0,doid
75408,8,75410,1.0,doid
75408,8,75411,1.0,doid
75412,7,75413,1.0,doid
75414,6,73092,1.0,doid
75414,8,73103,1.0,doid
75414,8,75415,1.0,doid
75414,8,75416,1.0,doid
75414,8,75417,1.0,doid
75418,6,57573,1.0,doid
75419,7,75418,1.0,doid
75420,7,75418,1.0,doid
75421,7,75418,1.0,doid
75422,7,75418,1.0,doid
75418,8,75423,1.0,doid
75418,8,75424,1.0,doid
75418,8,75425,1.0,doid
75418,8,75426,1.0,doid
57573,6,16087,1.0,doid
75427,7,57573,1.0,doid
75428,7,57573,1.0,doid
75429,7,57573,1.0,doid
75430,7,57573,1.0,doid
75431,7,57573,1.0,doid
75432,7,57573,1.0,doid
75433,7,57573,1.0,doid
75434,7,57573,1.0,doid
75435,7,57573,1.0,doid
57573,8,75436,1.0,doid
57573,8,75437,1.0,doid
57573,8,75438,1.0,doid
57573,8,75439,1.0,doid
57573,8,75440,1.0,doid
57573,8,75441,1.0,doid
30362,6,66989,1.0,doid
30362,6,30368,1.0,doid
75442,7,30362,1.0,doid
75443,7,30362,1.0,doid
30362,8,30369,1.0,doid
30362,8,75444,1.0,doid
30362,8,75445,1.0,doid
30362,8,75446,1.0,doid
75447,6,73092,1.0,doid
75447,8,75448,1.0,doid
75447,8,75416,1.0,doid
75447,8,75449,1.0,doid
75450,6,73092,1.0,doid
75450,8,75451,1.0,doid
75450,8,73103,1.0,doid
75450,8,75452,1.0,doid
75450,8,75453,1.0,doid
75450,8,75454,1.0,doid
75455,6,73092,1.0,doid
75456,6,66989,1.0,doid
75456,6,30368,1.0,doid
75457,7,75456,1.0,doid
75456,8,75458,1.0,doid
75456,8,75459,1.0,doid
75456,8,75460,1.0,doid
75461,6,30368,1.0,doid
75461,8,75462,1.0,doid
75463,6,47671,1.0,doid
75464,7,75463,1.0,doid
75465,7,75463,1.0,doid
75463,8,75466,1.0,doid
75463,8,75467,1.0,doid
75468,6,61119,1.0,doid
75468,8,75469,1.0,doid
75468,8,75470,1.0,doid
75471,6,71765,1.0,doid
75472,7,75471,1.0,doid
75471,8,75473,1.0,doid
75471,8,75474,1.0,doid
75471,8,75475,1.0,doid
75476,6,57573,1.0,doid
75477,7,75476,1.0,doid
75478,7,75476,1.0,doid
75479,7,75476,1.0,doid
75476,8,75480,1.0,doid
75476,8,75481,1.0,doid
75476,8,75482,1.0,doid
75476,8,75483,1.0,doid
75484,6,18538,1.0,doid
75484,6,72531,1.0,doid
75485,7,75484,1.0,doid
75486,7,75484,1.0,doid
75487,7,75484,1.0,doid
75488,7,75484,1.0,doid
75489,7,75484,1.0,doid
75484,8,75490,1.0,doid
75484,8,75491,1.0,doid
75492,6,30132,1.0,doid
75492,6,18538,1.0,doid
75493,7,75492,1.0,doid
75494,7,75492,1.0,doid
75492,8,65719,1.0,doid
75492,8,75495,1.0,doid
75492,8,75496,1.0,doid
75497,6,18538,1.0,doid
75497,6,69231,1.0,doid
75498,7,75497,1.0,doid
75497,8,75499,1.0,doid
75497,8,75500,1.0,doid
75497,8,75501,1.0,doid
69231,6,30017,1.0,doid
69231,6,17740,1.0,doid
75502,7,69231,1.0,doid
75503,7,69231,1.0,doid
75504,7,69231,1.0,doid
69231,8,75505,1.0,doid
69231,8,75506,1.0,doid
69231,8,75507,1.0,doid
69231,8,75508,1.0,doid
75509,6,18538,1.0,doid
75509,6,68152,1.0,doid
75510,7,75509,1.0,doid
75511,7,75509,1.0,doid
75509,8,75512,1.0,doid
75509,8,75513,1.0,doid
75509,8,75514,1.0,doid
75509,8,75515,1.0,doid
75509,8,75516,1.0,doid
75517,6,28161,1.0,doid
75517,6,18538,1.0,doid
75518,7,75517,1.0,doid
75519,7,75517,1.0,doid
75517,8,75520,1.0,doid
75517,8,75521,1.0,doid
75517,8,75522,1.0,doid
47671,6,15764,1.0,doid
75523,7,47671,1.0,doid
47671,8,75524,1.0,doid
47671,8,75525,1.0,doid
47671,8,75526,1.0,doid
47671,8,75527,1.0,doid
18532,6,60671,1.0,doid
18532,6,18538,1.0,doid
75528,7,18532,1.0,doid
75529,7,18532,1.0,doid
75530,7,18532,1.0,doid
18532,8,75531,1.0,doid
18532,8,65719,1.0,doid
18532,8,75532,1.0,doid
18532,8,75533,1.0,doid
18532,8,75534,1.0,doid
18532,8,75535,1.0,doid
75536,6,18538,1.0,doid
75537,7,75536,1.0,doid
75538,7,75536,1.0,doid
75536,8,75539,1.0,doid
75536,8,75540,1.0,doid
75536,8,75541,1.0,doid
75542,6,18538,1.0,doid
75542,6,64194,1.0,doid
75543,7,75542,1.0,doid
75542,8,75544,1.0,doid
75542,8,75545,1.0,doid
75542,8,75546,1.0,doid
75542,8,75547,1.0,doid
75548,6,18538,1.0,doid
75548,6,18733,1.0,doid
75549,7,75548,1.0,doid
75550,7,75548,1.0,doid
75551,7,75548,1.0,doid
75552,7,75548,1.0,doid
75548,8,75553,1.0,doid
75548,8,75554,1.0,doid
75548,8,75555,1.0,doid
75548,8,75556,1.0,doid
75548,8,75557,1.0,doid
75558,6,18538,1.0,doid
75558,6,68145,1.0,doid
75559,7,75558,1.0,doid
75558,8,75560,1.0,doid
75558,8,53306,1.0,doid
75558,8,75561,1.0,doid
75562,6,18538,1.0,doid
75562,6,73280,1.0,doid
75563,7,75562,1.0,doid
75564,7,75562,1.0,doid
75562,8,75565,1.0,doid
75562,8,75566,1.0,doid
75567,6,18538,1.0,doid
75567,6,68379,1.0,doid
75567,8,75568,1.0,doid
75567,8,75569,1.0,doid
75570,6,18538,1.0,doid
75570,6,62351,1.0,doid
75571,7,75570,1.0,doid
75572,7,75570,1.0,doid
75570,8,75573,1.0,doid
75570,8,75574,1.0,doid
75570,8,75575,1.0,doid
75576,6,18538,1.0,doid
75576,6,65901,1.0,doid
75577,7,75576,1.0,doid
75578,7,75576,1.0,doid
75576,8,75579,1.0,doid
75576,8,75580,1.0,doid
75581,6,18538,1.0,doid
75581,6,67416,1.0,doid
75582,7,75581,1.0,doid
75581,8,75583,1.0,doid
75581,8,75584,1.0,doid
75585,6,18538,1.0,doid
75585,6,18754,1.0,doid
75586,7,75585,1.0,doid
75587,7,75585,1.0,doid
75585,8,75588,1.0,doid
75585,8,75589,1.0,doid
75590,6,18538,1.0,doid
75590,6,65687,1.0,doid
75591,7,75590,1.0,doid
75590,8,75592,1.0,doid
75590,8,75593,1.0,doid
75590,8,75594,1.0,doid
75595,6,18538,1.0,doid
75595,6,73389,1.0,doid
75596,7,75595,1.0,doid
75597,7,75595,1.0,doid
75595,8,75598,1.0,doid
75595,8,75599,1.0,doid
75600,6,18538,1.0,doid
75600,6,68370,1.0,doid
75601,7,75600,1.0,doid
75602,7,75600,1.0,doid
75600,8,75603,1.0,doid
75600,8,75604,1.0,doid
75605,6,66859,1.0,doid
75606,7,75605,1.0,doid
75607,7,75605,1.0,doid
75608,7,75605,1.0,doid
75609,7,75605,1.0,doid
75610,7,75605,1.0,doid
75605,8,75611,1.0,doid
75605,8,75612,1.0,doid
75605,8,75613,1.0,doid
75614,6,18538,1.0,doid
75614,6,68338,1.0,doid
75615,7,75614,1.0,doid
75614,8,75616,1.0,doid
75614,8,75617,1.0,doid
75618,6,18538,1.0,doid
75618,6,71179,1.0,doid
75619,7,75618,1.0,doid
75620,7,75618,1.0,doid
75618,8,75621,1.0,doid
75618,8,75622,1.0,doid
75623,6,18538,1.0,doid
75623,6,59665,1.0,doid
75624,7,75623,1.0,doid
75623,8,75625,1.0,doid
75623,8,75626,1.0,doid
75627,6,18538,1.0,doid
75627,6,62261,1.0,doid
75628,7,75627,1.0,doid
75627,8,75629,1.0,doid
75627,8,75630,1.0,doid
75631,6,72158,1.0,doid
75632,7,75631,1.0,doid
75633,7,75631,1.0,doid
75634,7,75631,1.0,doid
75631,8,75635,1.0,doid
75631,8,75636,1.0,doid
75637,6,29640,1.0,doid
75638,7,75637,1.0,doid
75639,7,75637,1.0,doid
75640,7,75637,1.0,doid
75637,8,75641,1.0,doid
75637,8,75642,1.0,doid
75637,8,75643,1.0,doid
75644,6,30396,1.0,doid
75644,6,15344,1.0,doid
75644,6,62486,1.0,doid
75644,6,75645,1.0,doid
75646,7,75644,1.0,doid
75644,8,75647,1.0,doid
75644,8,75648,1.0,doid
75649,7,75650,1.0,doid
75651,6,62921,1.0,doid
75651,6,62486,1.0,doid
75652,7,75651,1.0,doid
75651,8,75653,1.0,doid
75651,8,75654,1.0,doid
75651,8,75655,1.0,doid
75656,6,62486,1.0,doid
75657,7,75656,1.0,doid
75656,8,75658,1.0,doid
75656,8,75659,1.0,doid
75656,8,75660,1.0,doid
75661,7,75662,1.0,doid
75663,6,61119,1.0,doid
75664,7,75663,1.0,doid
75663,8,75665,1.0,doid
75663,8,75666,1.0,doid
72778,6,70533,1.0,doid
75667,7,72778,1.0,doid
72778,8,75668,1.0,doid
72778,8,75669,1.0,doid
72778,8,75670,1.0,doid
70533,6,53330,1.0,doid
75671,7,70533,1.0,doid
75672,7,70533,1.0,doid
70533,8,75673,1.0,doid
70533,8,75674,1.0,doid
70533,8,75675,1.0,doid
70533,8,75676,1.0,doid
70533,8,75677,1.0,doid
70533,8,75678,1.0,doid
70533,8,75679,1.0,doid
70400,6,29278,1.0,doid
75680,7,70400,1.0,doid
75681,7,70400,1.0,doid
